date,factor,amplitude_ratio,ma_12,ma_26,momentum_20,ppo,volatility,volume_ma_20
2010-01-04,amplitude_ratio,1.0,0.012351308177521563,0.004595584201982702,0.10401493421904286,0.07281826059569026,0.2898373770979017,-0.0025643843143320793
2010-01-04,ma_12,0.012351308177521563,1.0,0.9931366083133283,-0.5838452607043819,-0.4581873686052669,0.02592023089534858,-0.001939198573851437
2010-01-04,ma_26,0.004595584201982702,0.9931366083133283,1.0,-0.6460026093123594,-0.5358475284967912,0.0297213996031402,8.961549614978128e-05
2010-01-04,momentum_20,0.10401493421904286,-0.5838452607043819,-0.6460026093123594,1.0,0.8497148786746097,-0.027271653772251294,-0.00313039004852849
2010-01-04,ppo,0.07281826059569026,-0.4581873686052669,-0.5358475284967912,0.8497148786746097,1.0,-0.0354176885126785,-0.018944652431500095
2010-01-04,volatility,0.2898373770979017,0.02592023089534858,0.0297213996031402,-0.027271653772251294,-0.0354176885126785,1.0,-0.006908400712372444
2010-01-04,volume_ma_20,-0.0025643843143320793,-0.001939198573851437,8.961549614978128e-05,-0.00313039004852849,-0.018944652431500095,-0.006908400712372444,1.0
2010-01-05,amplitude_ratio,1.0,0.0001429345613621629,-0.013331429089952303,0.09174613332737355,0.07126637951394117,0.38416200822310137,-0.00770336885592929
2010-01-05,ma_12,0.0001429345613621629,1.0,0.9843953230668716,-0.47785933088948807,-0.4320849204648832,-0.05836502998621648,-0.002272998284099839
2010-01-05,ma_26,-0.013331429089952303,0.9843953230668716,1.0,-0.5914723546886294,-0.5540094071538045,-0.054285167930589046,-0.003423191279151607
2010-01-05,momentum_20,0.09174613332737355,-0.47785933088948807,-0.5914723546886294,1.0,0.9467529396099335,0.02366859424590118,0.00012516993381332607
2010-01-05,ppo,0.07126637951394117,-0.4320849204648832,-0.5540094071538045,0.9467529396099335,1.0,0.018964703165218137,-0.0009748909437981035
2010-01-05,volatility,0.38416200822310137,-0.05836502998621648,-0.054285167930589046,0.02366859424590118,0.018964703165218137,1.0,-0.03316744466724885
2010-01-05,volume_ma_20,-0.00770336885592929,-0.002272998284099839,-0.003423191279151607,0.00012516993381332607,-0.0009748909437981035,-0.03316744466724885,1.0
2010-01-06,amplitude_ratio,1.0,-0.03527782635108799,-0.05208540408058007,0.1084448741499861,0.09226844418692987,0.3134799539238934,0.03388750128803993
2010-01-06,ma_12,-0.03527782635108799,1.0,0.974406429449118,-0.38135060656451786,-0.3607022011653799,-0.08056761380738296,0.004051685566777653
2010-01-06,ma_26,-0.05208540408058007,0.974406429449118,1.0,-0.5418457568616819,-0.5264117753254421,-0.08938387533123292,-0.0021300434068596227
2010-01-06,momentum_20,0.1084448741499861,-0.38135060656451786,-0.5418457568616819,1.0,0.9759786568098716,0.07858958449913472,-0.0020893920786686894
2010-01-06,ppo,0.09226844418692987,-0.3607022011653799,-0.5264117753254421,0.9759786568098716,1.0,0.06011219391460983,0.0023349508971960515
2010-01-06,volatility,0.3134799539238934,-0.08056761380738296,-0.08938387533123292,0.07858958449913472,0.06011219391460983,1.0,0.019512299494695858
2010-01-06,volume_ma_20,0.03388750128803993,0.004051685566777653,-0.0021300434068596227,-0.0020893920786686894,0.0023349508971960515,0.019512299494695858,1.0
2010-01-07,amplitude_ratio,1.0,-0.0013020027185744922,-0.013643835813143037,0.05237040038260836,0.04784170695956346,-0.3596305302511385,-0.028419840976890574
2010-01-07,ma_12,-0.0013020027185744922,1.0,0.9625409680287176,-0.28603500180397246,-0.27673898498341437,0.015892592570164798,0.0075607418384604835
2010-01-07,ma_26,-0.013643835813143037,0.9625409680287176,1.0,-0.4937174941294177,-0.48780578951595077,0.02376402785604108,-0.0017388558225611456
2010-01-07,momentum_20,0.05237040038260836,-0.28603500180397246,-0.4937174941294177,1.0,0.987904829578025,-0.013767619129950507,-0.0010782043202741851
2010-01-07,ppo,0.04784170695956346,-0.27673898498341437,-0.48780578951595077,0.987904829578025,1.0,-0.029540434591755847,0.004425923799477609
2010-01-07,volatility,-0.3596305302511385,0.015892592570164798,0.02376402785604108,-0.013767619129950507,-0.029540434591755847,1.0,0.02046438287776532
2010-01-07,volume_ma_20,-0.028419840976890574,0.0075607418384604835,-0.0017388558225611456,-0.0010782043202741851,0.004425923799477609,0.02046438287776532,1.0
2010-01-08,amplitude_ratio,1.0,-0.01701394637659655,-0.027517506558029363,0.05395840332208119,0.043984081389705235,0.36608057625123064,-0.0028526869744530964
2010-01-08,ma_12,-0.01701394637659655,1.0,0.9506000986993227,-0.20011726433429236,-0.19068912689756712,-0.04953016565998501,0.011686012331638112
2010-01-08,ma_26,-0.027517506558029363,0.9506000986993227,1.0,-0.4510451987722433,-0.4447748793169687,-0.0467192027859353,-0.0021017963468860047
2010-01-08,momentum_20,0.05395840332208119,-0.20011726433429236,-0.4510451987722433,1.0,0.9911119998960809,0.022350853968357075,0.010243628285962111
2010-01-08,ppo,0.043984081389705235,-0.19068912689756712,-0.4447748793169687,0.9911119998960809,1.0,0.009751516178773212,0.015876782079196315
2010-01-08,volatility,0.36608057625123064,-0.04953016565998501,-0.0467192027859353,0.022350853968357075,0.009751516178773212,1.0,0.040346365676095355
2010-01-08,volume_ma_20,-0.0028526869744530964,0.011686012331638112,-0.0021017963468860047,0.010243628285962111,0.015876782079196315,0.040346365676095355,1.0
2010-01-11,amplitude_ratio,1.0,0.10037120500292698,0.06511462278262287,0.08595891029763753,0.07535379969872985,0.20090240538025778,0.05047305562637538
2010-01-11,ma_12,0.10037120500292698,1.0,0.93449301403717,-0.10333793280423169,-0.09459957672676061,-0.0300835656576496,0.01447117351215817
2010-01-11,ma_26,0.06511462278262287,0.93449301403717,1.0,-0.40401871057580424,-0.398296347369381,-0.011869555727458491,0.0033555633780931373
2010-01-11,momentum_20,0.08595891029763753,-0.10333793280423169,-0.40401871057580424,1.0,0.9933652643511571,-0.05277679642519942,0.006959166933321793
2010-01-11,ppo,0.07535379969872985,-0.09459957672676061,-0.398296347369381,0.9933652643511571,1.0,-0.06843083190947763,0.010279268830963252
2010-01-11,volatility,0.20090240538025778,-0.0300835656576496,-0.011869555727458491,-0.05277679642519942,-0.06843083190947763,1.0,-0.07758090647642728
2010-01-11,volume_ma_20,0.05047305562637538,0.01447117351215817,0.0033555633780931373,0.006959166933321793,0.010279268830963252,-0.07758090647642728,1.0
2010-01-12,amplitude_ratio,1.0,0.06020747737317388,0.015825405012269655,0.07948102877272083,0.07099630245988399,0.5373999238280819,-0.011677742288219432
2010-01-12,ma_12,0.06020747737317388,1.0,0.9144312486164449,-0.0012831800502084926,0.007446597134477495,0.026740497373882052,0.019976144308326227
2010-01-12,ma_26,0.015825405012269655,0.9144312486164449,1.0,-0.355608215284215,-0.3499683762529629,0.03429010096072038,0.003526577734267096
2010-01-12,momentum_20,0.07948102877272083,-0.0012831800502084926,-0.355608215284215,1.0,0.9950418756789584,-0.04670165255221242,0.01634937554845154
2010-01-12,ppo,0.07099630245988399,0.007446597134477495,-0.3499683762529629,0.9950418756789584,1.0,-0.0525425435041145,0.023656372709984285
2010-01-12,volatility,0.5373999238280819,0.026740497373882052,0.03429010096072038,-0.04670165255221242,-0.0525425435041145,1.0,-0.06728939606516128
2010-01-12,volume_ma_20,-0.011677742288219432,0.019976144308326227,0.003526577734267096,0.01634937554845154,0.023656372709984285,-0.06728939606516128,1.0
2010-01-13,amplitude_ratio,1.0,0.06957492343643953,0.028228827146403415,0.0875901614026955,0.07242686356227754,0.5499243072142787,-0.03702548977651682
2010-01-13,ma_12,0.06957492343643953,1.0,0.8893306133668955,0.09083290603628075,0.10010427530955779,0.0441193894470645,0.034382390404506365
2010-01-13,ma_26,0.028228827146403415,0.8893306133668955,1.0,-0.31916500721155433,-0.3135696741757481,0.04486964289552051,0.01814444878158223
2010-01-13,momentum_20,0.0875901614026955,0.09083290603628075,-0.31916500721155433,1.0,0.9955027440611668,0.026709362213352465,0.007435543152245048
2010-01-13,ppo,0.07242686356227754,0.10010427530955779,-0.3135696741757481,0.9955027440611668,1.0,0.007138423534495609,0.020564988626451924
2010-01-13,volatility,0.5499243072142787,0.0441193894470645,0.04486964289552051,0.026709362213352465,0.007138423534495609,1.0,-0.15602364593164258
2010-01-13,volume_ma_20,-0.03702548977651682,0.034382390404506365,0.01814444878158223,0.007435543152245048,0.020564988626451924,-0.15602364593164258,1.0
2010-01-14,amplitude_ratio,1.0,0.08310975274954964,0.034339604019116975,0.06731832990572915,0.051559898210598976,0.6736145869415799,-0.05588817294874009
2010-01-14,ma_12,0.08310975274954964,1.0,0.8532996255908523,0.2059692489937014,0.21449069698176568,0.01637396690460416,0.03905215716243847
2010-01-14,ma_26,0.034339604019116975,0.8532996255908523,1.0,-0.27105947565000404,-0.2660780218390895,0.006799206490966321,0.028753359744956637
2010-01-14,momentum_20,0.06731832990572915,0.2059692489937014,-0.27105947565000404,1.0,0.9961742815027635,0.009337035733372467,0.002655039501772139
2010-01-14,ppo,0.051559898210598976,0.21449069698176568,-0.2660780218390895,0.9961742815027635,1.0,-0.0037439561935427917,0.015470065533705375
